,train_size,valid_size,test_size,dense_layers,dense_avf,last_avf,trainable_params,batch_size,lr,best_epochs_in_valid,train_acc,valid_best_acc,test_acc,train_loss,valid_best_loss,test_loss
0,54000,6000,10000,"[256, 128]",relu,softmax,354458,128,0.001,17,0.9538333415985107,0.9053333401679993,0.9021999835968018,0.12099444181251305,0.2877263297239939,0.31395154187977314
