534,Eubacterium cellulosolvens
535,Slackia faecicanis
536,Streptococcus anginosus
537,Clostridium felsineum
538,Lentibacillus halophilus
539,Bacillus acidiproducens
540,Loktanella sediminilitoris
541,Sphingomonas wittichii
542,Odoribacter laneus
543,Blastochloris viridis
544,Parasporobacterium paucivorans
545,Aeromonas jandaei
546,Helicobacter rodentium
547,Bacteroides finegoldii
548,Arthrobacter cryoconiti
549,Roseovarius crassostreae
550,Legionella worsleiensis
551,Chryseobacterium zeae
552,Enterococcus lactis
553,Ornithinimicrobium humiphilum
554,Pseudomonas formosensis
555,Duganella phyllosphaerae
556,Sporomusa paucivorans
557,Brevibacterium salitolerans
558,Geobacillus subterraneus subsp. aromaticivorans
559,Rubrobacter radiotolerans
560,Shewanella marinintestina
561,Mesorhizobium chacoense
562,Bergeriella denitrificans
563,Vogesella indigofera
564,Pseudospirillum japonicum
565,Clostridium vincentii
566,Aneurinibacillus terranovensis
567,Pseudoalteromonas haloplanktis
568,Thermoanaerobacter sulfurophilus
569,Enterorhabdus caecimuris
570,Chitiniphilus shinanonensis
571,Turneriella parva
572,Streptobacillus hongkongensis
573,Acidovorax soli
574,Paenibacillus antarcticus
575,Brevibacillus fulvus
576,Kyrpidia tusciae
577,Cyclobacterium jeungdonense
578,Pseudacidovorax intermedius
579,Yersinia rohdei
580,Desulfovibrio capillatus
581,Jannaschia aquimarina
582,Thermotoga maritima
583,Luteimicrobium album
584,Alicyclobacillus sacchari
585,Henriciella litoralis
586,Desmospora activa
587,Photobacterium gaetbulicola
588,Streptosporangium amethystogenes subsp. amethystogenes
589,Swingsia samuiensis
590,Geodermatophilus brasiliensis
591,Sulfitobacter undariae
592,Methylohalomonas lacus
593,Plantibacter flavus
594,Luteimicrobium xylanilyticum
595,Bacteroides caccae
596,Lactobacillus paracasei subsp. paracasei
597,Vibrio rhizosphaerae
598,Geobacter anodireducens
599,Dyadobacter fermentans
600,Corynebacterium tuberculostearicum
601,Derxia lacustris
602,Streptosporangium roseum
603,Aminicella lysinilytica
604,Desulfonatronum alkalitolerans
605,Vibrio thalassae
606,Lactobacillus amylovorus
607,Selenomonas artemidis
608,Calderihabitans maritimus
609,Enterococcus columbae
610,Thermomonospora curvata
611,Prevotella buccalis
612,Clostridium algidicarnis
613,Piscirickettsia salmonis
614,Georgenia daeguensis
615,Virgibacillus chiguensis
616,Staphylococcus muscae
617,Flavobacterium marinum
618,Lactobacillus porcinae
619,Tetragenococcus solitarius
620,Azovibrio restrictus
621,Vibrio madracius
622,Dorea formicigenerans
623,Streptomyces violaceorectus
624,Shewanella putrefaciens
625,Alcaligenes faecalis subsp. parafaecalis
626,Carboxylicivirga taeanensis
627,Trabulsiella odontotermitis
628,Anaeromyxobacter dehalogenans
629,Promicromonospora aerolata
630,Tsukamurella strandjordii
631,Desulfothermus naphthae
632,Tepidibacter thalassicus
633,Clostridium hydrogeniformans
634,Thermodesulfatator indicus
635,Pontibacter humi
636,Acinetobacter tjernbergiae
637,Pseudomonas plecoglossicida
638,Porphyromonas uenonis
639,Mesoplasma syrphidae
640,Fusicatenibacter saccharivorans
641,Methylopila capsulata
642,Zhihengliuella salsuginis
643,Alysiella crassa
644,Enterococcus italicus
645,Pseudomonas aestusnigri
646,Aeromonas diversa
647,Photobacterium lutimaris
648,Thiorhodococcus modestalkaliphilus
649,Sporomusa acidovorans
650,Variibacter gotjawalensis
651,Actinomyces hongkongensis
652,Desulfitobacterium hafniense
653,Endozoicomonas elysicola
654,Thermoanaerobacter mathranii subsp. mathranii
655,Constrictibacter antarcticus
656,Rhodopseudomonas harwoodiae
657,Exiguobacterium undae
658,Thiocystis minor
659,Homoserinimonas aerilata
660,Enterococcus eurekensis
661,Nocardiopsis umidischolae
662,Weissella koreensis
663,Suttonella ornithocola
664,Thalassobacillus pellis
665,Thermoanaerobacter uzonensis
666,Geothermobacter ehrlichii
667,Clostridium diolis
668,Sneathiella chungangensis
669,Xanthobacter aminoxidans
670,Desulfotalea psychrophila
671,Thalassospira xianhensis
672,Saccharopolyspora dendranthemae
673,Dietzia maris
674,Methylophaga thalassica
675,Gracilimonas tropica
676,Senegalimassilia anaerobia
677,Loriellopsis cavernicola
678,Alishewanella jeotgali
679,Mycobacterium tokaiense
680,Psychromonas kaikoae
681,Rickettsia parkeri
682,Pseudomonas abietaniphila
683,Hafnia paralvei
684,Finegoldia magna
685,Psychromonas ingrahamii
686,Edwardsiella tarda
687,Thermodesulfovibrio hydrogeniphilus
688,Fontibacter flavus
689,Geobacter sulfurreducens subsp. sulfurreducens
690,Pseudoalteromonas tetraodonis
691,Oceanobacillus oncorhynchi subsp. incaldanensis
692,Thiomonas arsenitoxydans
693,Campylobacter volucris
694,Intestinimonas butyriciproducens
695,Rufibacter immobilis
696,Listeria fleischmannii
697,Pseudoxanthomonas suwonensis
698,Clostridium purinilyticum
699,Virgibacillus halophilus
700,Deinococcus saxicola
701,Defluviitoga tunisiensis
702,Bacillus asahii
703,Paenibacillus lupini
704,Lactobacillus vaccinostercus
705,Staphylococcus lutrae
706,Trueperella abortisuis
707,Deinococcus sonorensis
708,Thioalkalivibrio denitrificans
709,Paenibacillus larvae
710,Microbacterium petrolearium
711,Propionibacterium avidum
712,Aquabacterium fontiphilum
713,Thermoanaerobacterium aciditolerans
714,Bacillus alkalitelluris
715,Sphingobium olei
716,Salinithrix halophila
717,Saccharomonospora saliphila
718,Mycoplasma mustelae
719,Terriglobus saanensis
720,Flexivirga alba
721,Brevibacterium permense
722,Thermorudis peleae
723,Cryobacterium psychrophilum
724,Haemophilus paraphrohaemolyticus
725,Virgisporangium ochraceum
726,Burkholderia monticola
727,Halalkalibacillus halophilus
