,repeat_seed,accuracy,prc_auc,roc_auc,sensitivity,specificity,precision,recall,F1
0,8,0.856353591160221,0.8561341821121121,0.910469524642753,0.6111111111111112,0.9606299212598425,0.868421052631579,0.6111111111111112,0.7173913043478262
1,16,0.8784530386740331,0.8626057081226919,0.9196558763487898,0.6666666666666666,0.968503937007874,0.9,0.6666666666666666,0.7659574468085106
2,32,0.8729281767955801,0.8629586216918255,0.9144065325167687,0.6481481481481481,0.968503937007874,0.8974358974358975,0.6481481481481481,0.7526881720430108
3,64,0.8674033149171271,0.8518586818425612,0.915427238261884,0.6666666666666666,0.952755905511811,0.8571428571428571,0.6666666666666666,0.75
4,128,0.861878453038674,0.8575977524803365,0.9072615923009624,0.6296296296296297,0.9606299212598425,0.8717948717948718,0.6296296296296297,0.7311827956989246
