,repeat_seed,accuracy,prc_auc,roc_auc,sensitivity,specificity,precision,recall,F1
0,8,0.8766233766233766,0.6929751098387809,0.8308544765237679,0.37037037037037035,0.984251968503937,0.8333333333333334,0.37037037037037035,0.5128205128205128
1,16,0.8701298701298701,0.6806221104624751,0.8145231846019247,0.4074074074074074,0.968503937007874,0.7333333333333333,0.4074074074074074,0.5238095238095238
2,32,0.8766233766233766,0.6912656456996207,0.8323126275882182,0.4444444444444444,0.968503937007874,0.75,0.4444444444444444,0.5581395348837209
3,64,0.8831168831168831,0.6733844837217677,0.8177311169437154,0.4074074074074074,0.984251968503937,0.8461538461538461,0.4074074074074074,0.5499999999999999
4,128,0.8701298701298701,0.641444236591109,0.7976086322543016,0.4074074074074074,0.968503937007874,0.7333333333333333,0.4074074074074074,0.5238095238095238
