,train_size,valid_size,test_size,dense_layers,dense_avf,last_avf,trainable_params,batch_size,lr,best_epochs_in_valid,train_acc,valid_best_acc,test_acc,train_loss,valid_best_loss,test_loss
0,54000,6000,10000,"[256, 128]",relu,softmax,353162,128,0.001,13,0.993481457233429,0.9629999995231628,0.9613999724388123,0.019500603692700947,0.1542112013289055,0.1481485796054636
