,loss,accuracy,val_loss,val_accuracy
0,0.29392832972164507,0.9043889045715332,0.083107492963473,0.9753333330154419
1,0.07290970712789782,0.9768148064613342,0.06965951777497928,0.9775000214576721
2,0.050497843752442685,0.984333336353302,0.05810750929514567,0.9829999804496765
3,0.03818569264933467,0.9879074096679688,0.059113451510667804,0.9818333387374878
4,0.03201990903251701,0.9896851778030396,0.052674157589673996,0.9850000143051147
5,0.027106469646510152,0.9914259314537048,0.06453693759441376,0.9826666712760925
6,0.02318333114904386,0.9924073815345764,0.04985274001955986,0.9878333210945129
7,0.018644310655417266,0.9939814805984497,0.10011368113756179,0.9739999771118164
8,0.016465838243063816,0.9944629669189453,0.05655714340011279,0.9853333234786987
9,0.01566163915530261,0.9948703646659851,0.05477072087675333,0.9869999885559082
10,0.01583401006494683,0.994685173034668,0.05691951820999384,0.9861666560173035
11,0.012303633515322064,0.9957592487335205,0.0680441095965604,0.9854999780654907
12,0.010556850774782814,0.9964814782142639,0.05793143703664343,0.9881666898727417
13,0.010502326569776482,0.9967222213745117,0.05252208627822499,0.9886666536331177
14,0.00995512691702849,0.9965741038322449,0.06262465985119343,0.9854999780654907
15,0.010772258552205231,0.9965925812721252,0.07703453654547532,0.98416668176651
16,0.00740753398117549,0.997592568397522,0.0716174302957952,0.9878333210945129
17,0.011216596545789529,0.9961666464805603,0.05432106550162037,0.9894999861717224
18,0.005211982018691574,0.998296320438385,0.060288408901542426,0.987666666507721
19,0.007248083920412076,0.9977037310600281,0.07485234256088734,0.9865000247955322
20,0.005197220204030465,0.9982592463493347,0.07516574660012945,0.9879999756813049
21,0.010013467650795874,0.9967777729034424,0.06396773277347287,0.9883333444595337
22,0.005011527257849661,0.9982777833938599,0.07906351916686011,0.9861666560173035
23,0.007519453300913382,0.9975740909576416,0.07423134156797702,0.9883333444595337
24,0.006405644628012885,0.9980185031890869,0.06750311132407902,0.9869999885559082
25,0.005163496085267979,0.9985555410385132,0.06777251432246219,0.987333357334137
26,0.006785981053781817,0.9977962970733643,0.06634063786671808,0.9890000224113464
27,0.005476464286641675,0.9982222318649292,0.06642462647892534,0.987500011920929
28,0.0052065991806556225,0.9983147978782654,0.07519332841519888,0.984666645526886
29,0.00390548547499175,0.9988703727722168,0.06951726698727968,0.9888333082199097
30,0.004021302869132207,0.9987778067588806,0.07070064731997748,0.9879999756813049
31,0.006733288776770846,0.9978888630867004,0.0727982020440201,0.9879999756813049
32,0.0029979963576662596,0.9991481304168701,0.06967493354604812,0.9886666536331177
33,0.004971403560408497,0.9983888864517212,0.09460951773667087,0.987666666507721
34,0.004263594214891243,0.9984444379806519,0.08468449068053936,0.9881666898727417
35,0.002078245083137753,0.9993703961372375,0.0697885216899255,0.9893333315849304
36,0.00499079554334188,0.9984259009361267,0.09072873601152968,0.9879999756813049
37,0.0038579470610473235,0.9986666440963745,0.07256500614519852,0.987666666507721
38,0.0035501980985290075,0.9990000128746033,0.0759634327479483,0.9886666536331177
39,0.00145102454842722,0.9995185136795044,0.08899014661150674,0.9890000224113464
40,0.006581201749679369,0.9981111288070679,0.0941800663267107,0.9861666560173035
41,0.0034181623029299873,0.9989814758300781,0.08773874578873317,0.9868333339691162
42,0.003082996071143262,0.9990741014480591,0.10126486343036716,0.9883333444595337
43,0.005130901140743104,0.9985740780830383,0.10141885630429412,0.987333357334137
44,0.005074276646443481,0.9985740780830383,0.10141572506617134,0.9861666560173035
45,0.0021378148964978395,0.9994444251060486,0.0734999252325506,0.9913333058357239
46,0.001341959614842869,0.9995926022529602,0.1181809187514397,0.9853333234786987
47,0.0032218809572637347,0.9990741014480591,0.09144695464769999,0.9871666431427002
48,0.006553982722710484,0.9981666803359985,0.08443882592666584,0.9883333444595337
49,0.0007745367493024181,0.999740719795227,0.09851917413754079,0.9853333234786987
