,train_size,valid_size,test_size,dense_layers,dense_avf,last_avf,trainable_params,batch_size,lr,best_epochs_in_valid,train_acc,valid_best_acc,test_acc,train_loss,valid_best_loss,test_loss
0,54000,6000,10000,"[256, 128]",relu,softmax,354458,128,0.001,7,0.9965370297431946,0.987500011920929,0.9914000034332275,0.011278384194817153,0.04174356010043993,0.027562753334530864
