,train_size,valid_size,test_size,dense_layers,dense_avf,last_avf,trainable_params,batch_size,lr,best_epochs_in_valid,train_acc,valid_best_acc,test_acc,train_loss,valid_best_loss,test_loss
0,54000,6000,10000,"[256, 128]",relu,softmax,353162,128,0.001,7,0.9975185394287109,0.9918333292007446,0.9926999807357788,0.008008486822340745,0.03275512068513975,0.022477773799766145
