,loss,accuracy,val_loss,val_accuracy
0,0.29239817172951166,0.9075000286102295,0.1475857657988866,0.9558333158493042
1,0.07921644318214169,0.9747777581214905,0.09358724745114644,0.9695000052452087
2,0.05679875416805347,0.9820185303688049,0.07366968538363775,0.9758333563804626
3,0.043335252163586795,0.9857592582702637,0.056339459598064426,0.984666645526886
4,0.038636287081986666,0.9876852035522461,0.06176982607444127,0.9808333516120911
5,0.029823691604934907,0.9904814958572388,0.07086112719774246,0.9810000061988831
6,0.02478465374366001,0.9918703436851501,0.05304598205288251,0.9865000247955322
7,0.02136399415880442,0.9929074048995972,0.06824873565634092,0.9826666712760925
8,0.02105225244426617,0.9931111335754395,0.08644829786817233,0.9794999957084656
9,0.017525620301495546,0.9940184950828552,0.05251877771317959,0.9883333444595337
10,0.018562342637046068,0.993925929069519,0.051659411784261464,0.987666666507721
11,0.013947321521790906,0.9952407479286194,0.06488236452142397,0.984666645526886
12,0.014830718926809452,0.9949444532394409,0.06783428337673346,0.984333336353302
13,0.014715804966679706,0.9950000047683716,0.0562116021340092,0.9871666431427002
14,0.012780316340909512,0.9956851601600647,0.061626951749126115,0.9866666793823242
15,0.011664551707619535,0.9960926175117493,0.06301178847129146,0.9884999990463257
16,0.00936246971723934,0.9968888759613037,0.07076958041638136,0.9850000143051147
17,0.01162833978993607,0.9959814548492432,0.061970359896620114,0.9863333106040955
18,0.009381735576290844,0.9969629645347595,0.0539058725759387,0.9879999756813049
19,0.006645979985549477,0.9977592825889587,0.06292792387562804,0.9903333187103271
20,0.01094001204552586,0.9966111183166504,0.056650550340612726,0.9879999756813049
21,0.009387926122134863,0.9969629645347595,0.054174684507461886,0.9911666512489319
22,0.005474606411226516,0.9983888864517212,0.06049330956861377,0.9886666536331177
23,0.008181189026328934,0.9972222447395325,0.0766457380981495,0.987666666507721
24,0.007101049290489216,0.9977592825889587,0.08031177469777565,0.9866666793823242
25,0.009745839474918385,0.9969444274902344,0.060619731087237595,0.9884999990463257
26,0.0060207493672135536,0.9979074001312256,0.08623081808537245,0.9853333234786987
27,0.005524200615576841,0.9981481432914734,0.06451239075806613,0.9901666641235352
28,0.00627789951106361,0.9980925917625427,0.06302255376684479,0.9890000224113464
29,0.003337511173809078,0.9988889098167419,0.07887483764703695,0.9886666536331177
30,0.009768056530575215,0.9967777729034424,0.07248713286345204,0.9860000014305115
31,0.005582401145182505,0.9982407689094543,0.06456159878149628,0.9869999885559082
32,0.0018574087125347836,0.9994074106216431,0.06491215976629368,0.9890000224113464
33,0.00783321519866513,0.9977592825889587,0.058643541554920374,0.9906666874885559
34,0.004676050587611153,0.9986481666564941,0.08521609809053673,0.9881666898727417
35,0.008602729655074115,0.9972037076950073,0.07132789489626884,0.9863333106040955
36,0.00417142924939334,0.9986481666564941,0.06462728437121647,0.9906666874885559
37,0.00516326146132579,0.9985926151275635,0.058525701900051595,0.9879999756813049
38,0.006237601408706892,0.9980925917625427,0.0760892167603597,0.9866666793823242
39,0.003841188292013747,0.9988518357276917,0.08628551569332679,0.987500011920929
40,0.0033731663680578263,0.998962938785553,0.08438075361587107,0.9866666793823242
41,0.0065737633173191205,0.9978703856468201,0.08066617091931402,0.9869999885559082
42,0.0031555569244459615,0.9989444613456726,0.08486192480220538,0.9878333210945129
43,0.0052137249693296325,0.9982592463493347,0.07915942336836208,0.987333357334137
44,0.0028498181593516803,0.9991296529769897,0.06822142257681116,0.9900000095367432
45,0.005456701363774604,0.9983333349227905,0.10075229723270361,0.9850000143051147
46,0.0054305292421472084,0.998296320438385,0.08104222634558876,0.9890000224113464
47,0.004488582082957119,0.9987592697143555,0.08815345355359992,0.987666666507721
48,0.0011144418049458956,0.9996481537818909,0.09038828730967362,0.9871666431427002
49,0.0015950379409481416,0.9995370507240295,0.08362743022095431,0.9891666769981384
