train_country,AUS,CHN,DEU,FRA,USA
AUS,1.0,0.7384884884884885,0.8730555555555557,0.7726569749458707,0.7954881656804734
CHN,0.8533471359558317,1.0,0.8947222222222222,0.8292607485307764,0.7829142011834319
DEU,0.8364389233954451,0.8437187187187188,1.0,0.7859573151871326,0.801405325443787
FRA,0.8885438233264321,0.8422172172172173,0.8736111111111111,1.0,0.7340976331360947
USA,0.8398895790200138,0.721971971971972,0.8151388888888889,0.6848128673059077,1.0
