,0
5230,ZNF701|55762
5231,ZNF702P|79986
5232,ZNF708|7562
5233,ZNF709|163051
5234,ZNF714|148206
5235,ZNF737|100129842
5236,ZNF738|148203
5237,ZNF761|388561
5238,ZNF763|284390
5239,ZNF772|400720
5240,ZNF781|163115
5241,ZNF788|388507
5242,ZNF793|390927
5243,ZNF813|126017
5244,ZNF816A|125893
5245,ZNF826|664701
5246,ZNF829|374899
5247,ZNF833|401898
5248,ZNF835|90485
5249,ZNF83|55769
5250,ZNF844|284391
5251,ZNF85|7639
5252,ZNF878|729747
5253,ZNF880|400713
5254,ZNF90|7643
5255,ZNF91|7644
5256,ZNF93|81931
5257,ZNF98|148198
5258,ZNF99|7652
5259,ZSCAN18|65982
5260,ZSCAN1|284312
5261,ZSCAN4|201516
5262,ABCA12|26154
5263,ABCB11|8647
5264,ABCG5|64240
5265,ABCG8|64241
5266,ABHD1|84696
5267,ACADL|33
5268,ACCN4|55515
5269,ACMSD|130013
5270,ACOXL|55289
5271,ACTG2|72
5272,ACVR1C|130399
5273,ADAM23|8745
5274,ADD2|119
5275,ADRA2B|151
5276,AFF3|3899
5277,AGXT|189
5278,AHSA2|130872
5279,ALK|238
5280,ALMS1P|200420
5281,ALPI|248
5282,ALPPL2|251
5283,ALPP|250
5284,ALS2CR11|151254
5285,ALS2CR12|130540
5286,ANKRD20B|729171
5287,ANKRD23|200539
5288,ANKRD36B|57730
5289,ANKRD36|375248
5290,ANKRD44|91526
5291,ANKRD53|79998
5292,ANKRD57|65124
5293,ANO7|50636
5294,ANTXR1|84168
5295,ANXA4|307
5296,AOX1|316
5297,AP1S3|130340
5298,APOB|338
5299,AQP12B|653437
5300,ARHGAP15|55843
5301,ARHGAP25|9938
5302,ARHGEF33|100271715
5303,ARHGEF4|50649
5304,ARL4C|10123
5305,ARMC9|80210
5306,ASAP2|8853
5307,ASPRV1|151516
5308,ASTL|431705
5309,ASXL2|55252
5310,ATOH8|84913
5311,ATP6V1B1|525
5312,ATP6V1C2|245973
5313,B3GALT1|8708
5314,B3GNT7|93010
5315,BARD1|580
5316,BCL11A|53335
5317,BIN1|274
5318,BOK|666
5319,BUB1|699
5320,C1QL2|165257
5321,C2orf14|100132708
5322,C2orf15|150590
5323,C2orf27A|29798
5324,C2orf39|92749
5325,C2orf40|84417
5326,C2orf48|348738
5327,C2orf50|130813
5328,C2orf52|151477
5329,C2orf54|79919
5330,C2orf55|343990
5331,C2orf58|285154
5332,C2orf62|375307
5333,C2orf63|130162
5334,C2orf65|130951
5335,C2orf66|401027
5336,C2orf70|339778
5337,C2orf71|388939
5338,C2orf72|257407
5339,C2orf73|129852
5340,C2orf74|339804
5341,C2orf77|129881
5342,C2orf80|389073
5343,C2orf81|388963
5344,C2orf82|389084
5345,C2orf84|653140
5346,C2orf85|285093
5347,C2orf88|84281
5348,C2orf89|129293
5349,CACNB4|785
5350,CALCRL|10203
5351,CAPG|822
5352,CAPN13|92291
5353,CAPN14|440854
5354,CASP10|843
5355,CASP8|841
5356,CCDC108|255101
5357,CCDC138|165055
5358,CCDC140|151278
5359,CCDC141|285025
5360,CCDC148|130940
5361,CCDC150|284992
5362,CCDC74A|90557
5363,CCDC74B|91409
5364,CCDC75|253635
5365,CCDC85A|114800
5366,CCDC88A|55704
5367,CCL20|6364
5368,CD207|50489
5369,CD28|940
5370,CD302|9936
5371,CD8A|925
5372,CD8B|926
5373,CDC42EP3|10602
5374,CDCA7|83879
5375,CDK15|65061
5376,CDK5R2|8941
5377,CENPA|1058
5378,CERKL|375298
5379,CFC1B|653275
5380,CGREF1|10669
5381,CHAC2|494143
5382,CHN1|1123
5383,CHPF|79586
5384,CHRNA1|1134
5385,CHRND|1144
5386,CHRNG|1146
5387,CHST10|9486
5388,CIB4|130106
5389,CKAP2L|150468
5390,CLEC4F|165530
5391,CLIP4|79745
5392,CMPK2|129607
5393,CNGA3|1261
5394,CNRIP1|25927
5395,CNTNAP5|129684
5396,COBLL1|22837
5397,COL3A1|1281
5398,COL4A3|1285
5399,COL4A4|1286
5400,COL5A2|1290
5401,COL6A3|1293
5402,COLEC11|78989
5403,CPO|130749
5404,CPS1|1373
5405,CREG2|200407
5406,CRIM1|51232
5407,CRYBA2|1412
5408,CSRNP3|80034
5409,CTLA4|1493
5410,CTNNA2|1496
5411,CXCR1|3577
5412,CXCR2P1|3580
5413,CXCR2|3579
5414,CXCR4|7852
5415,CXCR7|57007
5416,CYBRD1|79901
5417,CYP1B1|1545
5418,CYP26B1|56603
5419,CYP27A1|1593
5420,CYP27C1|339761
5421,CYS1|192668
5422,CYTIP|9595
5423,DAPL1|92196
5424,DDX11L2|84771
5425,DES|1674
5426,DFNB59|494513
5427,DHRS9|10170
5428,DIRC3|729582
5429,DLX1|1745
5430,DLX2|1746
5431,DNAH6|1768
5432,DNAH7|56171
5433,DNAJB3|414061
5434,DNER|92737
5435,DOCK10|55619
5436,DPP10|57628
5437,DPP4|1803
5438,DPYSL5|56896
5439,DQX1|165545
5440,DUSP2|1844
5441,DYSF|8291
5442,ECEL1|9427
5443,EDAR|10913
5444,EFEMP1|2202
5445,EFHD1|80303
5446,EFR3B|22979
5447,EGR4|1961
5448,EHD3|30845
5449,EMILIN1|11117
5450,EML6|400954
5451,EMX1|2016
5452,EN1|2019
5453,EPAS1|2034
5454,EPB41L5|57669
5455,EPCAM|4072
5456,EPHA4|2043
5457,ERBB4|2066
5458,ERMN|57471
5459,ESPNL|339768
5460,EXOC6B|23233
5461,FABP1|2168
5462,FAHD2B|151313
5463,FAM110C|642273
5464,FAM123C|205147
5465,FAM124B|79843
5466,FAM150B|285016
5467,FAM171B|165215
5468,FAM176A|84141
5469,FAM178B|51252
5470,FAM179A|165186
5471,FAM49A|81553
5472,FAM82A1|151393
5473,FAM84A|151354
5474,FAP|2191
5475,FBLN7|129804
5476,FBXO36|130888
5477,FBXO41|150726
5478,FER1L5|90342
5479,FEV|54738
5480,FHL2|2274
5481,FIGN|55137
5482,FKBP1B|2281
5483,FLJ32063|150538
5484,FLJ40330|645784
5485,FMNL2|114793
5486,FN1|2335
5487,FNDC4|64838
5488,FOSL2|2355
5489,FOXD4L1|200350
5490,FOXI3|344167
5491,FRZB|2487
5492,FTHL3|2498
5493,FUNDC2P2|388965
5494,FZD5|7855
5495,FZD7|8324
5496,G6PC2|57818
5497,GAD1|2571
5498,GAL3ST2|64090
5499,GALM|130589
5500,GALNT13|114805
5501,GALNT14|79623
5502,GALNT3|2591
5503,GALNT5|11227
5504,GBX2|2637
5505,GCG|2641
5506,GCKR|2646
5507,GDF7|151449
5508,GGT8P|645367
5509,GKN1|56287
5510,GKN2|200504
5511,GLB1L|79411
5512,GLI2|2736
5513,GLS|2744
5514,GNLY|10578
5515,GPAT2|150763
5516,GPBAR1|151306
5517,GPC1|2817
5518,GPR113|165082
5519,GPR155|151556
5520,GPR17|2840
5521,GPR1|2825
5522,GPR35|2859
5523,GPR39|2863
5524,GPR45|11250
5525,GPR55|9290
5526,GPR75|10936
5527,GRB14|2888
5528,GREB1|9687
5529,GRHL1|29841
5530,GTF2A1L|11036
5531,GULP1|51454
5532,GYPC|2995
5533,HAAO|23498
5534,HECW2|57520
5535,HES6|55502
5536,HJURP|55355
5537,HK2|3099
5538,HNMT|3176
5539,HOXD10|3236
5540,HOXD11|3237
5541,HOXD13|3239
5542,HOXD1|3231
5543,HOXD3|3232
5544,HOXD4|3233
5545,HOXD8|3234
5546,HOXD9|3235
5547,HSPC159|29094
5548,HTR2B|3357
5549,ICA1L|130026
5550,ICOS|29851
5551,ID2|3398
5552,IDH1|3417
5553,IFIH1|64135
5554,IGFBP2|3485
5555,IGFBP5|3488
5556,IHH|3549
5557,IKZF2|22807
5558,IL18R1|8809
5559,IL18RAP|8807
5560,IL1A|3552
5561,IL1B|3553
5562,IL1F5|26525
5563,IL1F6|27179
5564,IL1F7|27178
5565,IL1F8|27177
5566,IL1F9|56300
5567,IL1R1|3554
5568,IL1R2|7850
5569,IL1RL1|9173
5570,IL1RL2|8808
5571,IL1RN|3557
5572,INHA|3623
5573,INHBB|3625
5574,INPP5D|3635
5575,IQCA1|79781
5576,IRS1|3667
5577,ITGA4|3676
5578,ITGA6|3655
5579,ITGAV|3685
5580,ITGB6|3694
5581,ITM2C|81618
5582,ITPRIPL1|150771
5583,KBTBD10|10324
5584,KCNE4|23704
5585,KCNF1|3754
5586,KCNG3|170850
5587,KCNH7|90134
5588,KCNIP3|30818
5589,KCNJ13|3769
5590,KCNJ3|3760
5591,KCNK12|56660
5592,KCNK3|3777
5593,KCNS3|3790
5594,KHK|3795
5595,KIAA1486|57624
5596,KIF1A|547
5597,KIF3C|3797
5598,KIF5C|3800
5599,KLF7|8609
5600,KLHL23|151230
5601,KLHL29|114818
5602,KLHL30|377007
5603,KRTCAP3|200634
5604,KYNU|8942
5605,LASS6|253782
5606,LBH|81606
5607,LBX2|85474
5608,LCT|3938
5609,LHCGR|3973
5610,LIMS1|3987
5611,LIMS2|55679
5612,LIMS3-LOC440895|100271835
5613,LIMS3|96626
5614,LOC100129726|100129726
5615,LOC100130691|100130691
5616,LOC100132215|100132215
5617,LOC100133985|100133985
5618,LOC100134259|100134259
5619,LOC100189589|100189589
5620,LOC100302650|100302650
5621,LOC150568|150568
5622,LOC150622|150622
5623,LOC151009|151009
5624,LOC151174|151174
5625,LOC151534|151534
5626,LOC375190|375190
5627,LOC389033|389033
5628,LOC400940|400940
5629,LOC440905|440905
5630,LOC440925|440925
5631,LOC541471|541471
5632,LOC643387|643387
5633,LOC654342|654342
5634,LOC654433|654433
5635,LOC728323|728323
5636,LOC728819|728819
5637,LOC729234|729234
5638,LOC84931|84931
5639,LONRF2|164832
5640,LOXL3|84695
5641,LRP1B|53353
5642,LRP2|4036
5643,LRRTM1|347730
5644,LRRTM4|80059
5645,LTBP1|4052
5646,LY75|4065
5647,LYG1|129530
5648,LYPD1|116372
5649,LYPD6B|130576
5650,LYPD6|130574
5651,MALL|7851
5652,MAL|4118
5653,MAP2|4133
5654,MAPRE3|22924
5655,MARCH4|57574
5656,MARCO|8685
5657,MATN3|4148
5658,MBOAT2|129642
5659,MDH1B|130752
5660,MEIS1|4211
5661,MERTK|10461
5662,MFSD2B|388931
5663,MFSD6|54842
5664,MGAT4A|11320
5665,MGAT5|4249
5666,MGC16025|85009
5667,MLPH|79083
5668,MPP4|58538
5669,MREG|55686
5670,MSL3L2|151507
5671,MSTN|2660
5672,MTHFD2|10797
5673,MXD1|4084
5674,MYCNOS|10408
5675,MYCN|4613
5676,MYL1|4632
5677,MYO1B|4430
5678,MYO3B|140469
5679,MYO7B|4648
5680,MYT1L|23040
5681,NAT8B|51471
5682,NAT8|9027
5683,NBEAL1|65065
5684,NCAPH|23397
5685,NCKAP1|10787
5686,NCKAP5|344148
5687,NCRNA00116|205251
5688,NCRNA00152|112597
5689,NEB|4703
5690,NEU4|129807
5691,NEURL3|93082
5692,NEUROD1|4760
5693,NGEF|25791
5694,NLRC4|58484
5695,NMI|9111
5696,NMUR1|10316
5697,NOSTRIN|115677
5698,NPAS2|4862
5699,NPHP1|4867
5700,NPPC|4880
5701,NR4A2|4929
5702,NRP2|8828
5703,NRXN1|9378
5704,NTSR2|23620
5705,NXPH2|11249
5706,OBFC2A|64859
5707,OBSL1|23363
5708,ODC1|4953
5709,OR7E91P|79315
5710,OSBPL6|114880
5711,OSR1|130497
5712,OTOF|9381
5713,OTOS|150677
5714,OTX1|5013
5715,OXER1|165140
5716,PAIP2B|400961
5717,PARD3B|117583
5718,PASK|23178
5719,PAX3|5077
5720,PAX8|7849
5721,PCDP1|200373
5722,PCGEM1|64002
5723,PDCD1|5133
5724,PDE11A|50940
5725,PDE1A|5136
5726,PDK1|5163
5727,PECR|55825
5728,PELI1|57162
5729,PFN4|375189
5730,PGAP1|80055
5731,PID1|55022
5732,PKDCC|91461
5733,PLA2R1|22925
5734,PLB1|151056
5735,PLCD4|84812
5736,PLCL1|5334
5737,PLEKHH2|130271
5738,PLEK|5341
5739,PLGLB2|5342
5740,POMC|5443
5741,POTEE|445582
5742,POTEF|728378
5743,POU3F3|5455
5744,PP14571|100130449
5745,PPP1R1C|151242
5746,PRKAG3|53632
5747,PRKCE|5581
5748,PROC|5624
5749,PROKR1|10887
5750,PROM2|150696
5751,PSD4|23550
5752,PTH2R|5746
5753,PTPRN|5798
5754,PXDN|7837
5755,QPCT|25797
5756,RAB11FIP5|26056
5757,RAB17|64284
5758,RAD51AP2|729475
5759,RAMP1|10267
5760,RAPGEF4|11069
5761,RAPH1|65059
5762,RASGRP3|25780
5763,RBKS|64080
5764,RBM44|375316
5765,REEP1|65055
5766,REG1A|5967
5767,REG1B|5968
5768,REG3A|5068
5769,REG3G|130120
5770,REL|5966
5771,RFTN2|130132
5772,RFX8|731220
5773,RGPD1|400966
5774,RGPD5|84220
5775,RGPD8|727851
5776,RHOB|388
5777,RIF1|55183
5778,RND3|390
5779,RNF144A|9781
5780,ROCK2|9475
5781,RPRM|56475
5782,RRM2|6241
5783,RSAD2|91543
5784,RTKN|6242
5785,RUFY4|285180
5786,SATB2|23314
5787,SCARNA5|677775
5788,SCG2|7857
5789,SCN1A|6323
5790,SCN2A|6326
5791,SCN3A|6328
5792,SCN7A|6332
5793,SCN9A|6335
5794,SCTR|6344
5795,SDC1|6382
5796,SDPR|8436
5797,SEPT10|151011
5798,SERPINE2|5270
5799,SESTD1|91404
5800,SFTPB|6439
5801,SFXN5|94097
5802,SGOL2|151246
5803,SGPP2|130367
5804,SH2D6|284948
5805,SH3BP4|23677
5806,SH3RF3|344558
5807,SH3YL1|26751
5808,SIX2|10736
5809,SIX3|6496
5810,SLC11A1|6556
5811,SLC16A14|151473
5812,SLC19A3|80704
5813,SLC1A4|6509
5814,SLC23A3|151295
5815,SLC30A3|7781
5816,SLC38A11|151258
5817,SLC39A10|57181
5818,SLC3A1|6519
5819,SLC40A1|30061
5820,SLC4A10|57282
5821,SLC4A3|6508
5822,SLC4A5|57835
5823,SLC5A7|60482
5824,SLC8A1|6546
5825,SLC9A2|6549
5826,SLC9A4|389015
5827,SMYD1|150572
5828,SNED1|25992
5829,SNTG2|54221
5830,SOX11|6664
5831,SP140L|93349
5832,SP140|11262
5833,SP5|389058
5834,SP9|100131390
5835,SPAG16|79582
5836,SPATS2L|26010
5837,SPC25|57405
5838,SPEG|10290
5839,SPHKAP|80309
5840,SPP2|6694
5841,SPR|6697
5842,SRD5A2|6716
5843,ST3GAL5|8869
5844,ST6GAL2|84620
5845,STAT1|6772
5846,STAT4|6775
5847,STEAP3|55240
5848,STK17B|9262
5849,STK39|27347
5850,STON1-GTF2A1L|286749
5851,STON1|11037
5852,STRADB|55437
5853,STRN|6801
5854,SULT1C2|6819
5855,SULT1C4|27233
5856,TACR1|6869
5857,TBC1D8|11138
5858,TBR1|10716
5859,TCF7L1|83439
5860,TEKT4|150483
5861,TFCP2L1|29842
5862,TFPI|7035
5863,TGFA|7039
5864,TGFBRAP1|9392
5865,THNSL2|55258
5866,THSD7B|80731
5867,TLX2|3196
5868,TM4SF20|79853
5869,TMEFF2|23671
5870,TMEM163|81615
5871,TMEM169|92691
5872,TMEM178|130733
5873,TMEM198|130612
5874,TMEM37|140738
5875,TMSB10|9168
5876,TNFAIP6|7130
5877,TNS1|7145
5878,TP53I3|9540
5879,TPO|7173
5880,TRIB2|28951
5881,TRIM54|57159
5882,TRPM8|79054
5883,TSGA10|80705
5884,TSPYL6|388951
5885,TTN|7273
5886,TUBA3D|113457
5887,TUBA3E|112714
5888,TUBA4A|7277
5889,TUBA4B|80086
5890,TWIST2|117581
5891,UCN|7349
5892,UGT1A10|54575
5893,UGT1A1|54658
5894,UGT1A3|54659
5895,UGT1A4|54657
5896,UGT1A5|54579
5897,UGT1A6|54578
5898,UGT1A7|54577
5899,UGT1A8|54576
5900,UGT1A9|54600
5901,UNC80|285175
5902,UPP2|151531
5903,VAMP5|10791
5904,VAMP8|8673
5905,VAX2|25806
5906,VIL1|7429
5907,VIT|5212
5908,VSNL1|7447
5909,VWA3B|200403
5910,WDR54|84058
5911,WDR69|164781
5912,WIPF1|7456
5913,WNT10A|80326
5914,WNT6|7475
5915,XDH|7498
5916,XIRP2|129446
5917,YSK4|80122
5918,ZAK|51776
5919,ZAP70|7535
5920,ZDBF2|57683
5921,ZEB2|9839
5922,ZNF385B|151126
5923,ZNF804A|91752
5924,?|10357
5925,?|388795
5926,ACSS1|84532
5927,ADAM33|80332
5928,ADA|100
5929,ADRA1D|146
5930,ANGPT4|51378
5931,ANKRD5|63926
5932,APCDD1L|164284
5933,ASIP|434
5934,ATP9A|10079
5935,AURKA|6790
5936,BCAS1|8537
5937,BCAS4|55653
5938,BFSP1|631
5939,BIRC7|79444
5940,BMP2|650
5941,BMP7|655
5942,BPIL1|80341
5943,BPI|671
5944,C20orf103|24141
5945,C20orf112|140688
5946,C20orf114|92747
5947,C20orf117|140710
5948,C20orf118|140711
5949,C20orf12|55184
5950,C20orf132|140699
5951,C20orf134|170487
5952,C20orf151|140893
5953,C20orf152|140894
5954,C20orf160|140706
5955,C20orf165|128497
5956,C20orf177|63939
5957,C20orf186|149954
5958,C20orf194|25943
5959,C20orf195|79025
5960,C20orf197|284756
5961,C20orf200|253868
5962,C20orf201|198437
5963,C20orf202|400831
5964,C20orf203|284805
5965,C20orf26|26074
5966,C20orf46|55321
5967,C20orf54|113278
5968,C20orf56|140828
5969,C20orf70|140683
5970,C20orf85|128602
5971,C20orf94|128710
5972,CASS4|57091
5973,CBLN4|140689
5974,CD40|958
5975,CD93|22918
5976,CDC25B|994
5977,CDH22|64405
5978,CDH26|60437
5979,CDH4|1002
5980,CEBPB|1051
5981,CHGB|1114
5982,CHRNA4|1137
5983,COL20A1|57642
5984,COL9A3|1299
5985,COX4I2|84701
5986,CPXM1|56265
5987,CST1|1469
5988,CST2|1470
5989,CST3|1471
5990,CST4|1472
5991,CST5|1473
5992,CST7|8530
5993,CST9|128822
5994,CTCFL|140690
5995,CTSZ|1522
5996,CYP24A1|1591
5997,DBNDD2|55861
5998,DEFB132|400830
5999,DNMT3B|1789
6000,DOK5|55816
6001,DUSP15|128853
6002,E2F1|1869
6003,EBF4|57593
6004,EDN3|1908
6005,EEF1A2|1917
6006,EMILIN3|90187
6007,EPB41L1|2036
6008,EYA2|2139
6009,FAM110A|83541
6010,FAM182A|284800
6011,FAM182B|728882
6012,FAM65C|140876
6013,FAM83C|128876
6014,FAM83D|81610
6015,FER1L4|80307
6016,FERMT1|55612
6017,FLJ16779|100192386
6018,FLRT3|23767
6019,FOXA2|3170
6020,FOXS1|2307
6021,GATA5|140628
6022,GDAP1L1|78997
6023,GDF5|8200
6024,GGT7|2686
6025,GGTLC1|92086
6026,GHRH|2691
6027,GINS1|9837
6028,GNASAS|149775
6029,HAO1|54363
6030,HAR1A|768096
6031,HAR1B|768097
6032,HCK|3055
6033,HNF4A|3172
6034,HRH3|11255
6035,HSPA12B|116835
6036,HSPC072|29075
6037,ID1|3397
6038,INSM1|3642
6039,ISM1|140862
6040,JAG1|182
6041,JPH2|57158
6042,KCNB1|3745
6043,KCNG1|3755
6044,KCNK15|60598
6045,KCNQ2|3785
6046,KCNS1|3787
6047,KIAA1755|85449
6048,L3MBTL|26013
6049,LAMA5|3911
6050,LBP|3929
6051,LIME1|54923
6052,LOC100127888|100127888
6053,LOC100131496|100131496
6054,LOC100134868|100134868
6055,LOC100270804|100270804
6056,LOC149837|149837
6057,LOC284749|284749
6058,LOC284798|284798
6059,LPIN3|64900
6060,LRRN4|164312
6061,MACROD2|140733
6062,MAFB|9935
6063,MAP1LC3A|84557
6064,MATN4|8785
6065,MCM8|84515
6066,MMP24|10893
6067,MMP9|4318
6068,MYBL2|4605
6069,MYH7B|57644
6070,MYL9|10398
6071,MYLK2|85366
6072,MYT1|4661
6073,NCRNA00176|284739
6074,NECAB3|63941
6075,NEURL2|140825
6076,NFATC2|4773
6077,NINL|22981
6078,NKAIN4|128414
6079,NKX2-2|4821
6080,NKX2-4|644524
6081,NNAT|4826
6082,NRSN2|80023
6083,NTSR1|4923
6084,OPRL1|4987
6085,OVOL2|58495
6086,OXT|5020
6087,PABPC1L|80336
6088,PAK7|57144
6089,PARD6B|84612
6090,PAX1|5075
6091,PCK1|5105
6092,PCSK2|5126
6093,PDYN|5173
6094,PHACTR3|116154
6095,PI3|5266
6096,PLCB1|23236
6097,PLCB4|5332
6098,PLTP|5360
6099,PLUNC|51297
6100,PMEPA1|56937
6101,PPDPF|79144
6102,PPP1R16B|26051
6103,PPP4R1L|55370
6104,PREX1|57580
6105,PRIC285|85441
6106,PRND|23627
6107,PRNP|5621
6108,PROCR|10544
6109,PSIMCT-1|100101490
6110,PTGIS|5740
6111,PTK6|5753
6112,PTPRT|11122
6113,ProSAPiP1|9762
6114,RALGAPA2|57186
6115,RASSF2|9770
6116,RBL1|5933
6117,RBM38|55544
6118,RBPJL|11317
6119,REM1|28954
6120,RIMS4|140730
6121,RIN2|54453
6122,RNF24|11237
6123,RSPO4|343637
6124,SALL4|57167
6125,SAMD10|140700
6126,SAMHD1|25939
6127,SCRT2|85508
6128,SDC4|6385
6129,SDCBP2|27111
6130,SEMG1|6406
6131,SEMG2|6407
6132,SGK2|10110
6133,SIGLEC1|6614
6134,SIRPA|140885
6135,SIRPB1|10326
6136,SIRPB2|284759
6137,SIRPG|55423
6138,SLA2|84174
6139,SLC12A5|57468
6140,SLC13A3|64849
6141,SLC17A9|63910
6142,SLC23A2|9962
6143,SLC24A3|57419
6144,SLC2A10|81031
6145,SLC32A1|140679
6146,SLC4A11|83959
6147,SLCO4A1|28231
6148,SLPI|6590
6149,SMOX|54498
6150,SNAI1|6615
6151,SNAP25|6616
6152,SNORA39|677821
6153,SNORD17|692086
6154,SNPH|9751
6155,SNTA1|6640
6156,SOX18|54345
6157,SPAG4|6676
6158,SPEF1|25876
6159,SPINLW1|57119
6160,SPTLC3|55304
6161,SRMS|6725
6162,SRXN1|140809
6163,STMN3|50861
6164,SULF2|55959
6165,SUMO1P1|391257
6166,SYCP2|10388
6167,SYS1-DBNDD2|767557
6168,TCEA2|6919
6169,TCF15|6939
6170,TFAP2C|7022
6171,TGM2|7052
6172,TGM3|7053
6173,THBD|7056
6174,TMC2|117532
6175,TMEM189-UBE2V1|387522
6176,TMEM90B|79953
6177,TNFRSF6B|8771
6178,TNNC2|7125
6179,TOX2|84969
6180,TP53INP2|58476
6181,TPX2|22974
6182,TRIB3|57761
6183,TSHZ2|128553
6184,TSPYL3|128854
6185,TTLL9|164395
6186,TUBB1|81027
6187,UBE2C|11065
6188,UCKL1AS|100113386
6189,VSTM2L|128434
6190,VSX1|30813
6191,WFDC10B|280664
6192,WFDC12|128488
6193,WFDC2|10406
6194,WFDC3|140686
6195,WFDC5|149708
6196,WISP2|8839
6197,XKR7|343702
6198,ZBP1|81030
6199,ZBTB46|140685
6200,ZNF217|7764
6201,ZNF334|55713
6202,ZNF831|128611
6203,ABCC13|150000
6204,ABCG1|9619
6205,ADAMTS1|9510
6206,ADAMTS5|11096
6207,AIRE|326
6208,APP|351
6209,B3GALT5|10317
6210,BACE2|25825
6211,BAGE2|85319
6212,BAGE|574
6213,BTG3|10950
6214,C21orf121|150142
6215,C21orf125|284836
6216,C21orf128|150147
6217,C21orf129|150135
6218,C21orf130|284835
6219,C21orf131|387486
6220,C21orf29|54084
6221,C21orf34|388815
6222,C21orf49|54067
6223,C21orf56|84221
6224,C21orf58|54058
6225,C21orf62|56245
6226,C21orf63|59271
6227,C21orf71|282566
6228,C21orf7|56911
6229,C21orf81|391267
6230,C21orf82|114036
6231,C21orf88|114041
6232,C21orf90|114043
6233,C21orf96|80215
6234,CBR1|873
6235,CBR3|874
6236,CBS|875
6237,CHAF1B|8208
6238,CHODL|140578
6239,CLDN14|23562
6240,CLDN8|9073
6241,CLIC6|54102
6242,COL18A1|80781
6243,COL6A1|1291
6244,COL6A2|1292
6245,CRYAA|1409
6246,CSTB|1476
6247,CXADR|1525
6248,CYYR1|116159
6249,DNMT3L|29947
6250,DSCAM|1826
6251,DSCR4|10281
6252,DSCR6|53820
6253,DSCR8|84677
6254,DSCR9|257203
6255,ERG|2078
6256,ETS2|2114
6257,FAM3B|54097
6258,FTCD|10841
6259,GRIK1|2897
6260,HSF2BP|11077
6261,HUNK|30811
6262,ICOSLG|23308
6263,IGSF5|150084
6264,ITGB2|3689
6265,JAM2|58494
6266,KCNE1|3753
6267,KCNE2|9992
6268,KCNJ15|3772
6269,KCNJ6|3763
6270,LCA5L|150082
6271,LOC100132288|100132288
6272,LOC284837|284837
6273,LRRC3|81543
6274,MCM3APAS|114044
6275,MIR155HG|114614
6276,MRAP|56246
6277,MX1|4599
6278,MX2|4600
6279,NCAM2|4685
6280,NCRNA00110|642976
6281,NCRNA00158|54072
6282,NCRNA00160|54064
6283,NCRNA00162|378825
6284,NCRNA00175|378832
6285,NCRNA00189|193629
6286,OLIG1|116448
6287,OLIG2|10215
6288,PCBP3|54039
6289,PCP4|5121
6290,PDE9A|5152
6291,PLAC4|191585
6292,RBM11|54033
6293,RCAN1|1827
6294,RIPK4|54101
6295,RSPH1|89765
6296,RUNX1|861
6297,S100B|6285
6298,SAMSN1|64092
6299,SH3BGR|6450
6300,SIK1|150094
6301,SIM2|6493
6302,SLC19A1|6573
6303,SLC37A1|54020
6304,SLC5A3|6526
6305,TCP10L|140290
6306,TFF1|7031
6307,TFF2|7032
6308,TFF3|7033
6309,TIAM1|7074
6310,TMPRSS15|5651
6311,TMPRSS2|7113
6312,TMPRSS3|64699
6313,TPTE|7179
6314,TRPM2|7226
6315,UBASH3A|53347
6316,UMODL1|89766
6317,A4GALT|53947
6318,ACR|49
6319,ADM2|79924
6320,ADORA2A|135
6321,ADRBK2|157
6322,AIFM3|150209
6323,APOBEC3A|200315
6324,APOBEC3B|9582
6325,APOBEC3C|27350
6326,APOBEC3D|140564
6327,APOBEC3F|200316
6328,APOBEC3G|60489
6329,APOBEC3H|164668
6330,APOL1|8542
6331,APOL3|80833
6332,APOL4|80832
6333,APOL6|80830
6334,ARHGAP8|23779
6335,ARVCF|421
6336,ASPHD2|57168
6337,BAIAP2L2|80115
6338,BIK|638
6339,BPIL2|254240
6340,C1QTNF6|114904
6341,C22orf15|150248
6342,C22orf31|25770
6343,C22orf34|348645
6344,C22orf36|388886
6345,C22orf41|644186
6346,C22orf43|51233
6347,C22orf45|646023
6348,CABP7|164633
6349,CACNA1I|8911
6350,CACNG2|10369
6351,CARD10|29775
6352,CBX6|23466
6353,CBX7|23492
6354,CCDC116|164592
6355,CDC42EP1|11135
6356,CDC45|8318
6357,CECR1|51816
6358,CECR2|27443
6359,CECR4|100130717
6360,CECR6|27439
6361,CECR7|100130418
6362,CELSR1|9620
6363,CENPM|79019
6364,CHADL|150356
6365,CHCHD10|400916
6366,CHEK2|11200
6367,CHKB-CPT1B|386593
6368,CLDN5|7122
6369,CLTCL1|8218
6370,CN5H6.4|150384
6371,CPT1B|1375
6372,CRYBB1|1414
6373,CRYBB2|1415
6374,CRYBB3|1417
6375,CSDC2|27254
6376,CSF2RB|1439
6377,CYP2D6|1565
6378,CYP2D7P1|1564
6379,CYTH4|27128
6380,DERL3|91319
6381,DGCR10|26222
6382,DGCR5|26220
6383,DGCR6|8214
6384,DGCR9|25787
6385,DMC1|11144
6386,DNAJB7|150353
6387,EFCAB6|64800
6388,ELFN2|114794
6389,EMID1|129080
6390,ENTHD1|150350
6391,FAM109B|150368
6392,FAM19A5|25817
6393,FAM83F|113828
6394,FBLN1|2192
6395,FLJ41941|100192420
6396,FOXRED2|80020
6397,GAL3ST1|9514
6398,GATSL3|652968
6399,GCAT|23464
6400,GGT1|2678
