,0
2638,ATP4B|496
2639,ATP5EP2|432369
2640,ATP7B|540
2641,ATP8A2|51761
2642,BRCA2|675
2643,C13orf15|28984
2644,C13orf16|121793
2645,C13orf18|80183
2646,C13orf26|122046
2647,C13orf29|283487
2648,C13orf30|144809
2649,C13orf33|84935
2650,C13orf34|79866
2651,C13orf36|400120
2652,C13orf38|728591
2653,C1QTNF9B|387911
2654,C1QTNF9|338872
2655,CAB39L|81617
2656,CCDC122|160857
2657,CCNA1|8900
2658,CDX2|1045
2659,CG030|116828
2660,CKAP2|26586
2661,CLDN10|9071
2662,CLYBL|171425
2663,COL4A1|1282
2664,COL4A2|1284
2665,CPB2|1361
2666,CRYL1|51084
2667,CSNK1A1L|122011
2668,CYSLTR2|57105
2669,DACH1|1602
2670,DCLK1|9201
2671,DCT|1638
2672,DGKH|160851
2673,DIAPH3|81624
2674,DKFZp686A1627|266695
2675,DLEU2|8847
2676,DLEU7|220107
2677,DNAJC15|29103
2678,DOCK9|23348
2679,DZIP1|22873
2680,EDNRB|1910
2681,EEF1DP3|196549
2682,EFNB2|1948
2683,ENOX1|55068
2684,EPSTI1|94240
2685,F10|2159
2686,F7|2155
2687,FAM123A|219287
2688,FAM124A|220108
2689,FAM155A|728215
2690,FAM70B|348013
2691,FARP1|10160
2692,FGF14|2259
2693,FGF9|2254
2694,FLJ37307|283521
2695,FLT1|2321
2696,FLT3|2322
2697,FREM2|341640
2698,FRY|10129
2699,GAS6|2621
2700,GJA3|2700
2701,GJB2|2706
2702,GJB6|10804
2703,GPC5|2262
2704,GPC6|10082
2705,GPR12|2835
2706,GPR183|1880
2707,GPR18|2841
2708,GRTP1|79774
2709,GUCY1B2|2974
2710,HS6ST3|266722
2711,HTR2A|3356
2712,IL17D|53342
2713,IRS2|8660
2714,ITGBL1|9358
2715,KBTBD7|84078
2716,KCNRG|283518
2717,KCTD12|115207
2718,KCTD4|386618
2719,KDELC1|79070
2720,KLF12|11278
2721,KLF5|688
2722,KLHL1|57626
2723,KL|9365
2724,LATS2|26524
2725,LCP1|3936
2726,LECT1|11061
2727,LHFP|10186
2728,LMO7|4008
2729,LOC100130386|100130386
2730,LOC100188949|100188949
2731,LOC121838|121838
2732,LOC284232|284232
2733,LOC374491|374491
2734,LOC643677|643677
2735,LOC647288|647288
2736,LPAR6|10161
2737,MAB21L1|4081
2738,MCF2L|23263
2739,MIR17HG|407975
2740,MLNR|2862
2741,MTUS2|23281
2742,MYO16|23026
2743,N4BP2L1|90634
2744,NALCN|259232
2745,NBEA|26960
2746,NDFIP2|54602
2747,NEK5|341676
2748,OLFM4|10562
2749,OXGR1|27199
2750,PABPC3|5042
2751,PCCA|5095
2752,PCDH17|27253
2753,PCDH20|64881
2754,PCDH8|5100
2755,PCDH9|5101
2756,PCOTH|542767
2757,PDX1|3651
2758,POSTN|10631
2759,POU4F1|5457
2760,PROZ|8858
2761,RAB20|55647
2762,RASA3|22821
2763,RASL11A|387496
2764,RCBTB2|1102
2765,RNF17|56163
2766,RPL21|6144
2767,SACS|26278
2768,SCEL|8796
2769,SERP2|387923
2770,SGCG|6445
2771,SHISA2|387914
2772,SIAH3|283514
2773,SKA3|221150
2774,SLAIN1|122060
2775,SLC10A2|6555
2776,SLC15A1|6564
2777,SLC25A15|10166
2778,SLC46A3|283537
2779,SLC7A1|6541
2780,SLITRK1|114798
2781,SLITRK5|26050
2782,SLITRK6|84189
2783,SMAD9|4093
2784,SOHLH2|54937
2785,SOX1|6656
2786,SOX21|11166
2787,SPATA13|221178
2788,SPERT|220082
2789,SPG20|23111
2790,SPRY2|10253
2791,STARD13|90627
2792,STOML3|161003
2793,SUGT1L1|283507
2794,TBC1D4|9882
2795,THSD1|55901
2796,TNFRSF19|55504
2797,TNFSF11|8600
2798,TNFSF13B|10673
2799,TPTE2P1|646405
2800,TPTE2P3|220115
2801,TPTE2|93492
2802,TRPC4|7223
2803,TSC22D1|8848
2804,TUBA3C|7278
2805,USP12|219333
2806,WASF3|10810
2807,ZDHHC20|253832
2808,ZIC2|7546
2809,ZIC5|85416
2810,ABHD12B|145447
2811,ACOT1|641371
2812,ACOT4|122970
2813,ACOT6|641372
2814,ACTN1|87
2815,ADAM21|8747
2816,ADAM6|8755
2817,ADCY4|196883
2818,ADSSL1|122622
2819,AHNAK2|113146
2820,AK7|122481
2821,AKAP5|9495
2822,AKAP6|9472
2823,ALDH6A1|4329
2824,AMN|81693
2825,ANG|283
2826,ANKRD9|122416
2827,AP1G2|8906
2828,ARG2|384
2829,ASB2|51676
2830,ASPG|374569
2831,ATL1|51062
2832,BATF|10538
2833,BCL11B|64919
2834,BDKRB1|623
2835,BDKRB2|624
2836,BEGAIN|57596
2837,BMP4|652
2838,C14orf105|55195
2839,C14orf115|55237
2840,C14orf128|84837
2841,C14orf132|56967
2842,C14orf162|56936
2843,C14orf174|161394
2844,C14orf176|643382
2845,C14orf180|400258
2846,C14orf182|283551
2847,C14orf19|280655
2848,C14orf23|387978
2849,C14orf34|645687
2850,C14orf37|145407
2851,C14orf39|317761
2852,C14orf45|80127
2853,C14orf49|161176
2854,C14orf50|145376
2855,C14orf64|388011
2856,C14orf68|283600
2857,C14orf72|145200
2858,C14orf73|91828
2859,C14orf80|283643
2860,C14orf86|283592
2861,CATSPERB|79820
2862,CBLN3|643866
2863,CCDC88C|440193
2864,CDCA4|55038
2865,CDH24|64403
2866,CDKL1|8814
2867,CDKN3|1033
2868,CEBPE|1053
2869,CFL2|1073
2870,CHGA|1113
2871,CIDEB|27141
2872,CKB|1152
2873,CLEC14A|161198
2874,CLMN|79789
2875,CMA1|1215
2876,CMTM5|116173
2877,COCH|1690
2878,CPNE6|9362
2879,CRIP1|1396
2880,CRIP2|1397
2881,CTSG|1511
2882,CYP46A1|10858
2883,DAAM1|23002
2884,DACT1|51339
2885,DEGS2|123099
2886,DHRS2|10202
2887,DHRS4L1|728635
2888,DHRS4L2|317749
2889,DHRS7|51635
2890,DIO2|1734
2891,DIO3OS|64150
2892,DIO3|1735
2893,DLGAP5|9787
2894,DLK1|8788
2895,DPF3|8110
2896,EFS|10278
2897,EGLN3|112399
2898,EML1|2009
2899,EML5|161436
2900,ENTPD5|957
2901,ERO1L|30001
2902,ESR2|2100
2903,ESRRB|2103
2904,EVL|51466
2905,FAM161B|145483
2906,FAM164C|79696
2907,FAM181A|90050
2908,FAM71D|161142
2909,FBLN5|10516
2910,FERMT2|10979
2911,FITM1|161247
2912,FLJ10357|55701
2913,FLJ43390|646113
2914,FLJ45244|400242
2915,FLRT2|23768
2916,FLVCR2|55640
2917,FOS|2353
2918,FOXA1|3169
2919,FOXG1|2290
2920,FRMD6|122786
2921,FUT8|2530
2922,GALC|2581
2923,GALNTL1|57452
2924,GCH1|2643
2925,GNG2|54331
2926,GPR132|29933
2927,GPR135|64582
2928,GPR137C|283554
2929,GPR65|8477
2930,GPR68|8111
2931,GPX2|2877
2932,GSC|145258
2933,GTF2A1|2957
2934,GZMB|3002
2935,GZMH|2999
2936,HEATR4|399671
2937,HHIPL1|84439
2938,HSPA2|3306
2939,IFI27L2|83982
2940,IFI27|3429
2941,INSM2|84684
2942,ISM2|145501
2943,JAG2|3714
2944,JPH4|84502
2945,JUB|84962
2946,KCNH5|27133
2947,KCNK10|54207
2948,KCNK13|56659
2949,KIAA0125|9834
2950,KIAA0284|283638
2951,KIAA1409|57578
2952,KIF26A|26153
2953,KLHDC1|122773
2954,KLHL33|123103
2955,LGALS3|3958
2956,LGMN|5641
2957,LOC145474|145474
2958,LOC645431|645431
2959,LRFN5|145581
2960,LRRC16B|90668
2961,LTB4R2|56413
2962,LTB4R|1241
2963,LTBP2|4053
2964,MAP3K9|4293
2965,MDGA2|161357
2966,MEG3|55384
2967,MGC23270|196872
2968,MIPOL1|145282
2969,MMP14|4323
2970,MYH6|4624
2971,MYH7|4625
2972,NCRNA00203|319085
2973,NDRG2|57447
2974,NFATC4|4776
2975,NGB|58157
2976,NID2|22795
2977,NKX2-1|7080
2978,NKX2-8|26257
2979,NOVA1|4857
2980,NPAS3|64067
2981,NPC2|10577
2982,NRXN3|9369
2983,NYNRIN|57523
2984,OTUB2|78990
2985,OTX2|5015
2986,P704P|641455
2987,PAPLN|89932
2988,PAX9|5083
2989,PCK2|5106
2990,PELI2|57161
2991,PGF|5228
2992,PLD4|122618
2993,PLEK2|26499
2994,PLEKHG3|26030
2995,PLEKHH1|57475
2996,PNMA1|9240
2997,PNP|4860
2998,POLE2|5427
2999,POTEG|404785
3000,PPP4R4|57718
3001,PRIMA1|145270
3002,PRKCH|5583
3003,PRKD1|5587
3004,PSMB11|122706
3005,PTGDR|5729
3006,PTGER2|5732
3007,PTPN21|11099
3008,PYGL|5836
3009,RAB15|376267
3010,RAGE|5891
3011,RDH11|51109
3012,RDH12|145226
3013,REC8|9985
3014,REM2|161253
3015,RGS6|9628
3016,RHOJ|57381
3017,RIN3|79890
3018,RIPK3|11035
3019,RNASE10|338879
3020,RNASE1|6035
3021,RNASE2|6036
3022,RNASE3|6037
3023,RNASE4|6038
3024,RNASE6|6039
3025,RNASE7|84659
3026,RPGRIP1|57096
3027,RPL10L|140801
3028,RPL13AP3|645683
3029,RPPH1|85495
3030,RPS6KA5|9252
3031,RPS6KL1|83694
3032,RTL1|388015
3033,RTN1|6252
3034,SALL2|6297
3035,SAMD4A|23034
3036,SERPINA10|51156
3037,SERPINA11|256394
3038,SERPINA12|145264
3039,SERPINA1|5265
3040,SERPINA3|12
3041,SERPINA4|5267
3042,SERPINA5|5104
3043,SERPINA6|866
3044,SERPINA9|327657
3045,SFTA3|253970
3046,SIX1|6495
3047,SIX4|51804
3048,SIX6|4990
3049,SLC10A1|6554
3050,SLC22A17|51310
3051,SLC24A4|123041
3052,SLC25A21|89874
3053,SLC25A29|123096
3054,SLC35F4|341880
3055,SLC39A2|29986
3056,SLC7A7|9056
3057,SLC7A8|23428
3058,SLC8A3|6547
3059,SMOC1|64093
3060,SPTB|6710
3061,SSTR1|6751
3062,STON2|85439
3063,STXBP6|29091
3064,SYNE2|23224
3065,SYT16|83851
3066,TC2N|123036
3067,TCL1A|8115
3068,TCL1B|9623
3069,TCL6|27004
3070,TDRD9|122402
3071,TGFB3|7043
3072,TGM1|7051
3073,TMEM121|80757
3074,TMEM179|388021
3075,TMEM229B|161145
3076,TMEM30B|161291
3077,TMEM63C|57156
3078,TMEM90A|646658
3079,TNFAIP2|7127
3080,TRIM9|114088
3081,TSHR|7253
3082,TSSK4|283629
3083,TTC9|23508
3084,TXNDC16|57544
3085,UPF0639|400224
3086,VASH1|22846
3087,VSX2|338917
3088,WARS|7453
3089,WDHD1|11169
3090,ZBTB42|100128927
3091,ZDHHC22|283576
3092,?|100134869
3093,ABHD2|11057
3094,ACAN|176
3095,ACSBG1|23205
3096,ACTC1|70
3097,ADAMTS17|170691
3098,ADAMTS7|11173
3099,ADAMTSL3|57188
3100,ALDH1A2|8854
3101,ALDH1A3|220
3102,ALPK3|57538
3103,ANKDD1A|348094
3104,ANKRD34C|390616
3105,ANPEP|290
3106,ANXA2|302
3107,AP3B2|8120
3108,APBA2|321
3109,APH1B|83464
3110,AQP9|366
3111,ARHGAP11A|9824
3112,ARHGAP11B|89839
3113,ARNT2|9915
3114,ARRDC4|91947
3115,ATP10A|57194
3116,ATP8B4|79895
3117,BCL2A1|597
3118,BCL2L10|10017
3119,BCL8|606
3120,BLM|641
3121,BMF|90427
3122,BNC1|646
3123,BUB1B|701
3124,C15orf21|283651
3125,C15orf26|161502
3126,C15orf27|123591
3127,C15orf28|80035
3128,C15orf2|23742
3129,C15orf33|196951
3130,C15orf34|80072
3131,C15orf42|90381
3132,C15orf48|84419
3133,C15orf51|196968
3134,C15orf52|388115
3135,C15orf55|256646
3136,C15orf56|644809
3137,C15orf59|388135
3138,C15orf62|643338
3139,C2CD4A|145741
3140,C2CD4B|388125
3141,CA12|771
3142,CAPN3|825
3143,CASC5|57082
3144,CATSPER2|117155
3145,CCDC33|80125
3146,CCNB2|9133
3147,CD276|80381
3148,CELF6|60677
3149,CEP152|22995
3150,CGNL1|84952
3151,CHAC1|79094
3152,CHRFAM7A|89832
3153,CHRM5|1133
3154,CHRNA3|1136
3155,CHRNA5|1138
3156,CHRNA7|1139
3157,CHRNB4|1143
3158,CIB2|10518
3159,CILP|8483
3160,CKMT1A|548596
3161,CKMT1B|1159
3162,CORO2B|10391
3163,CPEB1|64506
3164,CPLX3|594855
3165,CRABP1|1381
3166,CSNK1A1P|161635
3167,CSPG4|1464
3168,CT62|196993
3169,CTSH|1512
3170,CTXN2|399697
3171,CXADRP2|646243
3172,CYP11A1|1583
3173,CYP19A1|1588
3174,CYP1A1|1543
3175,CYP1A2|1544
3176,DAPK2|23604
3177,DISP2|85455
3178,DKFZP434L187|26082
3179,DLL4|54567
3180,DNAJA4|55466
3181,DNM1P35|100128285
3182,DUOX1|53905
3183,DUOX2|50506
3184,DUOXA1|90527
3185,DUOXA2|405753
3186,DYX1C1|161582
3187,ELL3|80237
3188,EPB42|2038
3189,FAH|2184
3190,FAM108C1|58489
3191,FAM154B|283726
3192,FAM169B|283777
3193,FAM174B|400451
3194,FAM189A1|23359
3195,FAM63B|54629
3196,FAM7A2|100288380
3197,FAM7A3|89837
3198,FAM81A|145773
3199,FANCI|55215
3200,FBN1|2200
3201,FBXL22|283807
3202,FES|2242
3203,FGF7|2252
3204,FLJ42289|388182
3205,FMN1|342184
3206,FRMD5|84978
3207,FSIP1|161835
3208,GABRA5|2558
3209,GABRB3|2562
3210,GABRG3|2567
3211,GATM|2628
3212,GCHFR|2644
3213,GCNT3|9245
3214,GCOM1|145781
3215,GJD2|57369
3216,GLDN|342035
3217,GOLGA6B|55889
3218,GOLGA6L10|647042
3219,GOLGA6L1|283767
3220,GOLGA6L5|374650
3221,GOLGA6L6|727832
3222,GOLGA6L9|440295
3223,GOLGA8A|23015
3224,GOLGA8B|440270
3225,GOLGA8C|729786
3226,GOLGA9P|283796
3227,GPR176|11245
3228,GRAMD2|196996
3229,GREM1|26585
3230,HAPLN3|145864
3231,HCN4|10021
3232,HDC|3067
3233,HDGFRP3|50810
3234,HERC2P2|400322
3235,HOMER2|9455
3236,HSP90AB4P|664618
3237,IGDCC3|9543
3238,IGDCC4|57722
3239,IGF1R|3480
3240,IL16|3603
3241,IPW|3653
3242,IQCH|64799
3243,IQGAP1|8826
3244,ISG20|3669
3245,ISL2|64843
3246,ISLR2|57611
3247,ISLR|3671
3248,ITGA11|22801
3249,ITPKA|3706
3250,KIAA0101|9768
3251,KIAA1024|23251
3252,KIAA1199|57214
3253,KIF23|9493
3254,KIF7|374654
3255,LARP6|55323
3256,LASS3|204219
3257,LBXCOR1|390598
3258,LCTL|197021
3259,LDHAL6B|92483
3260,LINGO1|84894
3261,LIPC|3990
3262,LMAN1L|79748
3263,LOC100132724|100132724
3264,LOC100144604|100144604
3265,LOC145820|145820
3266,LOC145837|145837
3267,LOC254559|254559
3268,LOC283663|283663
3269,LOC283731|283731
3270,LOC283761|283761
3271,LOC388152|388152
3272,LOC390595|390595
3273,LOC80154|80154
3274,LOC91450|91450
3275,LOXL1|4016
3276,LPCAT4|254531
3277,LRRC49|54839
3278,LRRK1|79705
3279,LTK|4058
3280,MAGEL2|54551
3281,MAP1A|4130
3282,MCTP2|55784
3283,MEGF11|84465
3284,MEIS2|4212
3285,MESP1|55897
3286,MESP2|145873
3287,MEX3B|84206
3288,MFGE8|4240
3289,MKRN3|7681
3290,MNS1|55329
3291,MRPL42P5|359821
3292,MYEF2|50804
3293,MYO1E|4643
3294,MYO5A|4644
3295,MYO5C|55930
3296,MYO9A|4649
3297,NCRNA00052|145978
3298,NDN|4692
3299,NEDD4|4734
3300,NEIL1|79661
3301,NEO1|4756
3302,NMB|4828
3303,NOX5|79400
3304,NR2E3|10002
3305,NR2F2|7026
3306,NRG4|145957
3307,NTRK3|4916
3308,NUSAP1|51203
3309,OCA2|4948
3310,ODF3L1|161753
3311,OIP5|11339
3312,ONECUT1|3175
3313,OSTBETA|123264
3314,OTUD7A|161725
3315,PAK6|56924
3316,PAQR5|54852
3317,PAR-SN|347746
3318,PAR5|8123
3319,PATL2|197135
3320,PCSK6|5046
3321,PGPEP1L|145814
3322,PHGR1|644844
3323,PIF1|80119
3324,PKM2|5315
3325,PLA2G4D|283748
3326,PLA2G4E|123745
3327,PLA2G4F|255189
3328,PLCB2|5330
3329,PLIN1|5346
3330,PPP1R14D|54866
3331,PRC1|9055
3332,PRTG|283659
3333,PSTPIP1|9051
3334,PWRN1|791114
3335,PYGO1|26108
3336,RAB27A|5873
3337,RAD51|5888
3338,RASGRF1|5923
3339,RASGRP1|10125
3340,RASL12|51285
3341,RBPMS2|348093
3342,RGMA|56963
3343,RHCG|51458
3344,RHOV|171177
3345,RLBP1|6017
3346,RORA|6095
3347,RPP25|54913
3348,RYR3|6263
3349,SCAMP5|192683
3350,SCG3|29106
3351,SCG5|6447
3352,SEMA4B|10509
3353,SEMA6D|80031
3354,SEMA7A|8482
3355,SERINC4|619189
3356,SH2D7|646892
3357,SH3GL3|6457
3358,SHC4|399694
3359,SHF|90525
3360,SLC12A1|6557
3361,SLC24A5|283652
3362,SLC27A2|11001
3363,SLC28A1|9154
3364,SLC28A2|9153
3365,SLC30A4|7782
3366,SLCO3A1|28232
3367,SMAD6|4091
3368,SNORD116-20|100033431
3369,SNORD116-28|100033820
3370,SNORD116-4|100033416
3371,SNRPN|6638
3372,SNURF|8926
3373,SNX22|79856
3374,SORD|6652
3375,SPESP1|246777
3376,SPINT1|6692
3377,SPRED1|161742
3378,SPTBN5|51332
3379,SQRDL|58472
3380,ST8SIA2|8128
3381,STARD5|80765
3382,STRA6|64220
3383,STRC|161497
3384,SV2B|9899
3385,SYNM|23336
3386,TEX9|374618
3387,TGM5|9333
3388,THBS1|7057
3389,THSD4|79875
3390,TJP1|7082
3391,TLN2|83660
3392,TM6SF1|53346
3393,TMC3|342125
3394,TMEM84|283673
3395,TMOD2|29767
3396,TNFAIP8L3|388121
3397,TPM1|7168
3398,TRIM69|140691
3399,TRPM1|4308
3400,TTBK2|146057
3401,TYRO3|7301
3402,UACA|55075
3403,UBE2Q2P1|388165
3404,UNC13C|440279
3405,WDR72|256764
3406,WDR76|79968
3407,WDR93|56964
3408,WHAMML1|339005
3409,WHAMML2|440253
3410,ZNF774|342132
3411,A2BP1|54715
3412,ABAT|18
3413,ABCA17P|650655
3414,ABCA3|21
3415,ABCC11|85320
3416,ABCC12|94160
3417,ABCC1|4363
3418,ABCC6P1|653190
3419,ABCC6P2|730013
3420,ABCC6|368
3421,ACSM1|116285
3422,ACSM2A|123876
3423,ACSM2B|348158
3424,ACSM3|6296
3425,ACSM5|54988
3426,ADAD2|161931
3427,ADAMTS18|170692
3428,ADCY7|113
3429,ADCY9|115
3430,AGRP|181
3431,AHSP|51327
3432,ANKRD26P1|124149
3433,ANKS4B|257629
3434,APOB48R|55911
3435,AQP8|343
3436,ARHGDIG|398
3437,ASPHD1|253982
3438,ATF7IP2|80063
3439,ATP2A1|487
3440,ATP2C2|9914
3441,B3GNT9|84752
3442,BAIAP3|8938
3443,BCAR1|9564
3444,BCMO1|53630
3445,BEAN|146227
3446,C16orf11|146325
3447,C16orf3|750
3448,C16orf45|89927
3449,C16orf54|283897
3450,C16orf59|80178
3451,C16orf5|29965
3452,C16orf71|146562
3453,C16orf73|254528
3454,C16orf74|404550
3455,C16orf75|116028
3456,C16orf79|283870
3457,C16orf86|388284
3458,C16orf89|146556
3459,C16orf93|90835
3460,CA5A|763
3461,CA7|766
3462,CACNA1H|8912
3463,CACNG3|10368
3464,CALB2|794
3465,CAPNS2|84290
3466,CASKIN1|57524
3467,CBFA2T3|863
3468,CBLN1|869
3469,CCDC102A|92922
3470,CCDC113|29070
3471,CCDC135|84229
3472,CCDC154|645811
3473,CCDC64B|146439
3474,CCDC78|124093
3475,CCL17|6361
3476,CCL22|6367
3477,CCNF|899
3478,CD19|930
3479,CDH11|1009
3480,CDH13|1012
3481,CDH15|1013
3482,CDH16|1014
3483,CDH1|999
3484,CDH3|1001
3485,CDH5|1003
3486,CDH8|1006
3487,CDT1|81620
3488,CDYL2|124359
3489,CENPN|55839
3490,CES1|1066
3491,CES2|8824
3492,CES3|23491
3493,CES4|51716
3494,CES7|221223
3495,CES8|283848
3496,CETP|1071
3497,CHP2|63928
3498,CHST4|10164
3499,CHST5|23563
3500,CHST6|4166
3501,CHTF18|63922
3502,CIITA|4261
3503,CLDN6|9074
3504,CLDN9|9080
3505,CLEC18A|348174
3506,CLEC18B|497190
3507,CLEC18C|283971
3508,CLEC3A|10143
3509,CMTM1|113540
3510,CMTM2|146225
3511,CMTM3|123920
3512,CMTM4|146223
3513,CNGB1|1258
3514,CNTNAP4|85445
3515,CORO1A|11151
3516,COTL1|23406
3517,COX6A2|1339
3518,CPNE7|27132
3519,CPPED1|55313
3520,CRISPLD2|83716
3521,CRYM|1428
3522,CSDAP1|440359
3523,CTF1|1489
3524,CTRB1|1504
3525,CTRB2|440387
3526,CTRL|1506
3527,CX3CL1|6376
3528,CYBA|1535
3529,DBNDD1|79007
3530,DECR2|26063
3531,DNAH3|55567
3532,DNASE1L2|1775
3533,DNASE1|1773
3534,DOC2A|8448
3535,DOK4|55715
3536,DPEP1|1800
3537,DPEP2|64174
3538,DPEP3|64180
3539,DYNLRB2|83657
3540,EIF3C|8663
3541,ELMO3|79767
3542,EME2|197342
3543,EMP2|2013
3544,ERN2|10595
3545,ESRP2|80004
3546,EXOC3L|283849
3547,FA2H|79152
3548,FAM18A|780776
3549,FAM195A|84331
3550,FAM57B|83723
3551,FAM92B|339145
3552,FANCA|2175
3553,FBXL16|146330
3554,FBXL8|55336
3555,FLJ42627|645644
3556,FOXC2|2303
3557,FOXF1|2294
3558,FOXL1|2300
3559,GAN|8139
3560,GCSH|2653
3561,GDPD3|79153
3562,GINS2|51659
3563,GLIS2|84662
3564,GNAO1|2775
3565,GNG13|51764
3566,GP2|2813
3567,GPR114|221188
3568,GPR56|9289
3569,GPR97|222487
3570,GPRC5B|51704
3571,GPT2|84706
3572,GRIN2A|2903
3573,GSG1L|146395
3574,HAGHL|84264
3575,HAS3|3038
3576,HBA1|3039
3577,HBA2|3040
3578,HBQ1|3049
3579,HPR|3250
3580,HP|3240
3581,HS3ST2|9956
3582,HS3ST4|9951
3583,HS3ST6|64711
3584,HSD11B2|3291
3585,HSD17B2|3294
3586,HSD3B7|80270
3587,HSF4|3299
3588,HYDIN|54768
3589,IGFALS|3483
3590,IGSF6|10261
3591,IL17C|27189
3592,IL21R|50615
3593,IL27|246778
3594,IL32|9235
3595,IL34|146433
3596,IL4R|3566
3597,IQCK|124152
3598,IRF8|3394
3599,IRX3|79191
3600,IRX5|10265
3601,IRX6|79190
3602,ITGAD|3681
3603,ITGAL|3683
3604,ITGAM|3684
3605,ITGAX|3687
3606,JPH3|57338
3607,KCNG4|93107
3608,KCTD19|146212
3609,KIAA0513|9764
3610,KIAA0664P3|100132341
3611,KIAA0895L|653319
3612,KIFC3|3801
3613,KREMEN2|79412
3614,LAT|27040
3615,LCAT|3931
3616,LDHD|197257
3617,LOC100128788|100128788
3618,LOC100130015|100130015
3619,LOC100132247|100132247
3620,LOC100134368|100134368
3621,LOC100190986|100190986
3622,LOC100271836|100271836
3623,LOC146336|146336
3624,LOC146481|146481
3625,LOC283856|283856
3626,LOC283867|283867
3627,LOC283922|283922
3628,LOC342346|342346
3629,LOC388242|388242
3630,LOC440356|440356
3631,LOC595101|595101
3632,LOC606724|606724
3633,LOC613037|613037
3634,LOC641298|641298
3635,LOC653786|653786
3636,LOC81691|81691
3637,LPCAT2|54947
3638,LRRC29|26231
3639,LRRC36|55282
3640,LRRC50|123872
3641,MAF|4094
3642,MAPK8IP3|23162
3643,MARVELD3|91862
3644,MC1R|4157
3645,MEFV|4210
3646,METRN|79006
3647,MLKL|197259
3648,MMP15|4324
3649,MMP25|64386
3650,MMP2|4313
3651,MPV17L|255027
3652,MSLNL|401827
3653,MSLN|10232
3654,MT1A|4489
3655,MT1DP|326343
3656,MT1E|4493
3657,MT1F|4494
3658,MT1G|4495
3659,MT1H|4496
3660,MT1L|4500
3661,MT1M|4499
3662,MT1X|4501
3663,MT2A|4502
3664,MT3|4504
3665,MTSS1L|92154
3666,MVP|9961
3667,MYH11|4629
3668,MYLK3|91807
3669,MYLPF|29895
3670,NCRNA00095|283932
3671,NCRNA00169|400508
3672,NDRG4|65009
3673,NECAB2|54550
3674,NETO2|81831
3675,NHLRC4|283948
3676,NKD1|85407
3677,NLRC3|197358
3678,NLRC5|84166
3679,NME3|4832
3680,NOD2|64127
3681,NOL3|8996
3682,NOXO1|124056
3683,NPIPL3|23117
3684,NPIP|9284
3685,NPW|283869
3686,NQO1|1728
3687,NRN1L|123904
3688,NTN3|4917
3689,NUDT7|283927
3690,NUPR1|26471
3691,ORC6L|23594
3692,OSGIN1|29948
3693,OTOA|146183
3694,PAQR4|124222
3695,PARD6A|50855
3696,PDIA2|64714
3697,PDPR|55066
3698,PDXDC2|283970
3699,PKD1L2|114780
3700,PKMYT1|9088
3701,PLA2G10|8399
3702,PLCG2|5336
3703,PLEKHG4|25894
3704,PLK1|5347
3705,PLLP|51090
3706,PMFBP1|83449
3707,PPL|5493
3708,PRDM7|11105
3709,PRKCB|5579
3710,PRRT2|112476
3711,PRSS21|10942
3712,PRSS22|64063
3713,PRSS27|83886
3714,PRSS30P|124221
3715,PRSS33|260429
3716,PRSS53|339105
3717,PRSS8|5652
3718,PTX4|390667
3719,PYCARD|29108
3720,PYDC1|260434
3721,QPRT|23475
3722,RAB26|25837
3723,RGS11|8786
3724,RHBDF1|64285
3725,RHBDL1|9028
3726,RLTPR|146206
3727,RPL3L|6123
3728,RRAD|6236
3729,RRN3P1|730092
3730,RRN3P2|653390
3731,RUNDC2C|440352
3732,SALL1|6299
3733,SBK1|388228
3734,SCNN1B|6338
3735,SCNN1G|6340
3736,SDR42E1|93517
3737,SEC14L5|9717
3738,SEPT1|1731
3739,SEZ6L2|26470
3740,SHCBP1|79801
3741,SHISA9|729993
3742,SLC12A3|6559
3743,SLC38A8|146167
3744,SLC5A11|115584
3745,SLC5A2|6524
3746,SLC6A10P|386757
3747,SLC6A2|6530
3748,SLC7A5P1|81893
3749,SLC7A5P2|387254
3750,SLC7A5|8140
3751,SLC9A3R2|9351
3752,SLC9A5|6553
3753,SMPD3|55512
3754,SNAI3|333929
3755,SNHG9|735301
3756,SNN|8303
3757,SNX20|124460
3758,SOCS1|8651
3759,SOX8|30812
3760,SPIRE2|84501
3761,SPN|6693
3762,SRL|6345
3763,SSTR5|6755
3764,STX1B|112755
3765,SULT1A1|6817
3766,SULT1A2|6799
3767,SYCE1L|100130958
3768,SYNGR3|9143
3769,SYT17|51760
3770,TAT|6898
3771,TBX6|6911
3772,TEKT5|146279
3773,TEPP|374739
3774,TGFB1I1|7041
3775,TMC5|79838
3776,TMC7|79905
3777,TMED6|146456
3778,TMEM114|283953
3779,TMEM159|57146
3780,TMEM204|79652
3781,TMEM231|79583
3782,TNFRSF12A|51330
3783,TNFRSF17|608
3784,TOX3|27324
3785,TP53TG3B|729355
3786,TPPP3|51673
3787,TPSAB1|7177
3788,TPSB2|64499
3789,TPSD1|23430
3790,TPSG1|25823
3791,TRIM72|493829
3792,TSNAXIP1|55815
3793,TUBB3|10381
3794,UMOD|7369
3795,VASN|114990
3796,VAT1L|57687
3797,VWA3A|146177
3798,WFDC1|58189
3799,WFIKKN1|117166
3800,XYLT1|64131
3801,ZDHHC1|29800
3802,ZFPM1|161882
3803,ZG16B|124220
3804,ZG16|653808
3805,ZNF423|23090
3806,ZNF469|84627
3807,ZNF597|146434
